onset,pitch,duration,staff
167.5,51,0.246,0.0
168.0,76,0.246,0.0
168.0,64,0.246,0.0
168.0,52,0.246,0.0
168.5,76,0.246,0.0
169.0,72,0.246,0.0
169.0,48,0.246,0.0
169.5,52,0.246,0.0
169.5,76,0.246,0.0
169.5,64,0.246,0.0
170.0,77,0.246,0.0
170.0,65,0.246,0.0
170.0,53,0.246,0.0
170.0,41,0.246,0.0
170.5,74,0.246,0.0
170.5,50,0.246,0.0
171.0,79,0.246,0.0
171.0,67,0.246,0.0
171.0,55,0.246,0.0
171.0,43,0.246,0.0
171.5,76,0.246,0.0
171.5,52,0.246,0.0
172.0,81,0.246,0.0
172.0,69,0.246,0.0
172.0,57,0.246,0.0
172.0,45,0.246,0.0
172.5,77,0.246,0.0
172.5,53,0.246,0.0
173.0,83,0.246,0.0
173.0,71,0.246,0.0
173.0,59,0.246,0.0
173.0,47,0.246,0.0
173.5,79,0.246,0.0
173.5,55,0.246,0.0
174.0,84,0.246,0.0
174.0,72,0.246,0.0
174.0,60,0.246,0.0
174.0,48,0.246,0.0
174.5,81,0.246,0.0
174.5,57,0.246,0.0
175.0,76,0.246,0.0
175.0,52,0.246,0.0
175.5,78,0.246,0.0
175.5,54,0.246,0.0
176.0,79,0.998,0.0
176.0,67,0.998,0.0
176.0,55,0.246,0.0
176.0,43,0.246,0.0
176.5,67,0.246,0.0
176.5,55,0.246,0.0
177.0,86,0.496,0.0
177.0,83,0.496,0.0
177.0,79,0.496,0.0
177.0,74,0.496,0.0
177.0,67,0.246,0.0
177.0,55,0.246,0.0
177.5,67,0.246,0.0
177.5,55,0.246,0.0
178.0,88,0.496,0.0
178.0,84,0.496,0.0
178.0,79,0.496,0.0
178.0,76,0.496,0.0
178.0,65,0.498,0.0
178.0,53,0.498,0.0
178.5,64,0.435,0.0
178.5,52,0.435,0.0
179.0,88,0.496,0.0
179.0,84,0.496,0.0
179.0,79,0.496,0.0
179.0,76,0.496,0.0
179.0,62,0.246,0.0
179.0,50,0.246,0.0
179.5,60,0.246,0.0
179.5,48,0.246,0.0
180.0,86,0.246,0.0
180.0,83,0.246,0.0
180.0,74,0.246,0.0
180.0,55,0.496,0.0
180.0,43,0.496,0.0
180.5,91,0.246,0.0
180.5,79,0.246,0.0
181.0,91,0.246,0.0
181.0,79,0.246,0.0
