onset,pitch,duration,staff
139.0,45,0.5,0.0
139.5,57,0.498,0.0
140.0,53,0.498,0.0
140.0,48,0.45,0.0
140.5,84,0.45,0.0
140.5,57,0.45,0.0
141.0,81,0.998,0.0
141.0,53,0.5,0.0
141.5,60,0.498,0.0
142.0,84,1.498,0.0
142.0,57,0.498,0.0
142.0,57,0.5,0.0
142.5,65,0.498,0.0
143.0,57,0.498,0.0
143.0,60,0.45,0.0
143.5,75,0.45,0.0
143.5,65,0.45,0.0
144.0,74,0.998,0.0
144.0,58,0.498,0.0
144.0,53,0.9,0.0
144.5,62,0.498,0.0
145.0,79,1.498,0.0
145.0,58,0.498,0.0
145.5,62,0.498,0.0
146.0,58,0.498,0.0
146.5,77,0.45,0.0
146.5,62,0.45,0.0
147.0,76,0.998,0.0
147.0,58,0.498,0.0
147.5,62,0.498,0.0
148.0,77,1.498,0.0
148.0,58,0.498,0.0
148.5,62,0.498,0.0
149.0,58,0.498,0.0
149.5,74,0.45,0.0
149.5,62,0.45,0.0
150.0,41,0.5,0.0
150.0,62,0.998,0.0
150.0,70,0.998,0.0
150.5,58,0.498,0.0
151.0,86,1.498,0.0
151.0,53,0.498,0.0
151.0,46,0.5,0.0
151.5,58,0.498,0.0
152.0,53,0.498,0.0
152.0,50,0.45,0.0
152.5,82,0.45,0.0
152.5,58,0.45,0.0
153.0,77,0.998,0.0
153.0,62,0.498,0.0
153.0,53,0.5,0.0
153.5,65,0.498,0.0
154.0,82,1.498,0.0
154.0,62,0.498,0.0
154.0,62,0.5,0.0
154.5,65,0.498,0.0
155.0,62,0.498,0.0
155.0,58,0.45,0.0
155.5,77,0.45,0.0
155.5,65,0.45,0.0
156.0,75,0.998,0.0
156.0,60,0.498,0.0
156.0,53,0.45,0.0
156.5,57,0.498,0.0
157.0,79,1.498,0.0
157.0,63,0.498,0.0
157.0,60,0.498,0.0
157.5,57,0.498,0.0
158.0,63,0.498,0.0
158.0,60,0.498,0.0
158.5,77,0.45,0.0
158.5,57,0.45,0.0
159.0,75,0.998,0.0
159.0,63,0.498,0.0
